solver,n,status,num_knights,placement,solve_time,nodes_explored,upper_bound,lower_bound,timestamp,nodes_pruned_bound,nodes_pruned_infeasible,nodes_integer,branch_order,solve_time_std,nodes_std
best_first_first_fractional,8,optimal,14,"[37, 34, 20, 19, 51, 45, 18, 33, 21, 36, 53, 41, 17, 13]",0.006304,1,14,14.0,2026-06-02T12:46:28.745244,1,0,0,zero_first,0.0,0.0
best_first_first_fractional,8,optimal,14,"[37, 34, 20, 19, 51, 45, 18, 33, 21, 36, 53, 41, 17, 13]",0.00672,1,14,14.0,2026-06-02T12:46:28.751469,1,0,0,lp_guided,0.0,0.0
best_first_first_fractional,8,optimal,14,"[37, 34, 20, 19, 51, 45, 18, 33, 21, 36, 53, 41, 17, 13]",0.006357,1,14,14.0,2026-06-02T12:46:28.759565,1,0,0,three_way,0.0,0.0
best_first_least_constrained,8,optimal,14,"[37, 34, 20, 19, 51, 45, 18, 33, 21, 36, 53, 41, 17, 13]",0.006232,1,14,14.0,2026-06-02T12:46:28.765958,1,0,0,zero_first,0.0,0.0
best_first_least_constrained,8,optimal,14,"[37, 34, 20, 19, 51, 45, 18, 33, 21, 36, 53, 41, 17, 13]",0.006742,1,14,14.0,2026-06-02T12:46:28.773362,1,0,0,lp_guided,0.0,0.0
best_first_least_constrained,8,optimal,14,"[37, 34, 20, 19, 51, 45, 18, 33, 21, 36, 53, 41, 17, 13]",0.006856,1,14,14.0,2026-06-02T12:46:28.781120,1,0,0,three_way,0.0,0.0
best_first_most_coverage,8,optimal,14,"[37, 34, 20, 19, 51, 45, 18, 33, 21, 36, 53, 41, 17, 13]",0.006881,1,14,14.0,2026-06-02T12:46:28.789364,1,0,0,zero_first,0.0,0.0
best_first_most_coverage,8,optimal,14,"[37, 34, 20, 19, 51, 45, 18, 33, 21, 36, 53, 41, 17, 13]",0.006295,1,14,14.0,2026-06-02T12:46:28.795223,1,0,0,lp_guided,0.0,0.0
best_first_most_coverage,8,optimal,14,"[37, 34, 20, 19, 51, 45, 18, 33, 21, 36, 53, 41, 17, 13]",0.006478,1,14,14.0,2026-06-02T12:46:28.802215,1,0,0,three_way,0.0,0.0
depth_first_most_constrained,8,optimal,14,"[37, 34, 20, 19, 51, 45, 18, 33, 21, 36, 53, 41, 17, 13]",0.006456,1,14,14.0,2026-06-02T12:46:28.809653,1,0,0,zero_first,0.0,0.0
depth_first_most_constrained,8,optimal,14,"[37, 34, 20, 19, 51, 45, 18, 33, 21, 36, 53, 41, 17, 13]",0.006748,1,14,14.0,2026-06-02T12:46:28.816048,1,0,0,lp_guided,0.0,0.0
depth_first_most_constrained,8,optimal,14,"[37, 34, 20, 19, 51, 45, 18, 33, 21, 36, 53, 41, 17, 13]",0.006636,1,14,14.0,2026-06-02T12:46:28.824041,1,0,0,three_way,0.0,0.0
depth_first_first_fractional,8,optimal,14,"[37, 34, 20, 19, 51, 45, 18, 33, 21, 36, 53, 41, 17, 13]",0.00636,1,14,14.0,2026-06-02T12:46:28.830202,1,0,0,zero_first,0.0,0.0
depth_first_first_fractional,8,optimal,14,"[37, 34, 20, 19, 51, 45, 18, 33, 21, 36, 53, 41, 17, 13]",0.006357,1,14,14.0,2026-06-02T12:46:28.837040,1,0,0,lp_guided,0.0,0.0
depth_first_first_fractional,8,optimal,14,"[37, 34, 20, 19, 51, 45, 18, 33, 21, 36, 53, 41, 17, 13]",0.006868,1,14,14.0,2026-06-02T12:46:28.845444,1,0,0,three_way,0.0,0.0
depth_first_least_constrained,8,optimal,14,"[37, 34, 20, 19, 51, 45, 18, 33, 21, 36, 53, 41, 17, 13]",0.006559,1,14,14.0,2026-06-02T12:46:28.851485,1,0,0,zero_first,0.0,0.0
depth_first_least_constrained,8,optimal,14,"[37, 34, 20, 19, 51, 45, 18, 33, 21, 36, 53, 41, 17, 13]",0.005781,1,14,14.0,2026-06-02T12:46:28.858614,1,0,0,lp_guided,0.0,0.0
depth_first_least_constrained,8,optimal,14,"[37, 34, 20, 19, 51, 45, 18, 33, 21, 36, 53, 41, 17, 13]",0.00651,1,14,14.0,2026-06-02T12:46:28.865321,1,0,0,three_way,0.0,0.0
depth_first_most_coverage,8,optimal,14,"[37, 34, 20, 19, 51, 45, 18, 33, 21, 36, 53, 41, 17, 13]",0.005997,1,14,14.0,2026-06-02T12:46:28.872193,1,0,0,zero_first,0.0,0.0
depth_first_most_coverage,8,optimal,14,"[37, 34, 20, 19, 51, 45, 18, 33, 21, 36, 53, 41, 17, 13]",0.006228,1,14,14.0,2026-06-02T12:46:28.878393,1,0,0,lp_guided,0.0,0.0
depth_first_most_coverage,8,optimal,14,"[37, 34, 20, 19, 51, 45, 18, 33, 21, 36, 53, 41, 17, 13]",0.007015,1,14,14.0,2026-06-02T12:46:28.886369,1,0,0,three_way,0.0,0.0
breadth_first_most_constrained,8,optimal,14,"[37, 34, 20, 19, 51, 45, 18, 33, 21, 36, 53, 41, 17, 13]",0.006303,1,14,14.0,2026-06-02T12:46:28.892731,1,0,0,zero_first,0.0,0.0
breadth_first_most_constrained,8,optimal,14,"[37, 34, 20, 19, 51, 45, 18, 33, 21, 36, 53, 41, 17, 13]",0.006451,1,14,14.0,2026-06-02T12:46:28.900237,1,0,0,lp_guided,0.0,0.0
breadth_first_most_constrained,8,optimal,14,"[37, 34, 20, 19, 51, 45, 18, 33, 21, 36, 53, 41, 17, 13]",0.007023,1,14,14.0,2026-06-02T12:46:28.907265,1,0,0,three_way,0.0,0.0
breadth_first_first_fractional,8,optimal,14,"[37, 34, 20, 19, 51, 45, 18, 33, 21, 36, 53, 41, 17, 13]",0.007938,1,14,14.0,2026-06-02T12:46:28.915713,1,0,0,zero_first,0.0,0.0
breadth_first_first_fractional,8,optimal,14,"[37, 34, 20, 19, 51, 45, 18, 33, 21, 36, 53, 41, 17, 13]",0.006219,1,14,14.0,2026-06-02T12:46:28.922254,1,0,0,lp_guided,0.0,0.0
breadth_first_first_fractional,8,optimal,14,"[37, 34, 20, 19, 51, 45, 18, 33, 21, 36, 53, 41, 17, 13]",0.006221,1,14,14.0,2026-06-02T12:46:28.928728,1,0,0,three_way,0.0,0.0
breadth_first_least_constrained,8,optimal,14,"[37, 34, 20, 19, 51, 45, 18, 33, 21, 36, 53, 41, 17, 13]",0.006654,1,14,14.0,2026-06-02T12:46:28.936372,1,0,0,zero_first,0.0,0.0
breadth_first_least_constrained,8,optimal,14,"[37, 34, 20, 19, 51, 45, 18, 33, 21, 36, 53, 41, 17, 13]",0.006996,1,14,14.0,2026-06-02T12:46:28.943935,1,0,0,lp_guided,0.0,0.0
breadth_first_least_constrained,8,optimal,14,"[37, 34, 20, 19, 51, 45, 18, 33, 21, 36, 53, 41, 17, 13]",0.006615,1,14,14.0,2026-06-02T12:46:28.951462,1,0,0,three_way,0.0,0.0
breadth_first_most_coverage,8,optimal,14,"[37, 34, 20, 19, 51, 45, 18, 33, 21, 36, 53, 41, 17, 13]",0.005932,1,14,14.0,2026-06-02T12:46:28.957799,1,0,0,zero_first,0.0,0.0
breadth_first_most_coverage,8,optimal,14,"[37, 34, 20, 19, 51, 45, 18, 33, 21, 36, 53, 41, 17, 13]",0.006974,1,14,14.0,2026-06-02T12:46:28.965362,1,0,0,lp_guided,0.0,0.0
breadth_first_most_coverage,8,optimal,14,"[37, 34, 20, 19, 51, 45, 18, 33, 21, 36, 53, 41, 17, 13]",0.006027,1,14,14.0,2026-06-02T12:46:28.972101,1,0,0,three_way,0.0,0.0
